Region,Category,Sub-Category,Year,Month,Sales
East,Technology,Machines,2015,September,3269.4900000000002
East,Technology,Machines,2016,April,1379.92
East,Technology,Machines,2016,December,2762.322
East,Technology,Machines,2016,January,1188.0
East,Technology,Machines,2016,July,464.97
East,Technology,Machines,2016,November,6965.700000000001
East,Technology,Machines,2016,October,1035.8
East,Technology,Machines,2016,September,629.93
East,Technology,Machines,2017,April,9099.93
East,Technology,Machines,2017,July,341.991
East,Technology,Machines,2017,June,1349.85
East,Technology,Machines,2017,March,5349.030000000001
East,Technology,Machines,2017,May,4224.887
East,Technology,Machines,2017,November,4850.25
East,Technology,Machines,2018,June,3483.16
East,Technology,Machines,2018,November,705.435
East,Technology,Machines,2018,October,6904.85
East,Technology,Machines,2018,September,733.755
East,Technology,Phones,2015,April,91.908
East,Technology,Phones,2015,August,135.99
East,Technology,Phones,2015,December,870.5219999999999
East,Technology,Phones,2015,January,124.2
East,Technology,Phones,2015,July,669.412
East,Technology,Phones,2015,June,3238.532
East,Technology,Phones,2015,March,15.93
East,Technology,Phones,2015,May,1298.984
East,Technology,Phones,2015,November,11247.634
East,Technology,Phones,2015,September,2830.688
East,Technology,Phones,2016,April,1430.08
East,Technology,Phones,2016,August,2101.554
East,Technology,Phones,2016,December,3336.568
East,Technology,Phones,2016,February,1163.934
East,Technology,Phones,2016,January,911.8919999999999
East,Technology,Phones,2016,July,1110.932
East,Technology,Phones,2016,June,133.98
East,Technology,Phones,2016,March,1140.028
East,Technology,Phones,2016,May,414.81
East,Technology,Phones,2016,November,3778.142
East,Technology,Phones,2016,October,1999.66
East,Technology,Phones,2016,September,4596.738
East,Technology,Phones,2017,April,1557.432
East,Technology,Phones,2017,August,952.942
East,Technology,Phones,2017,December,3675.75
East,Technology,Phones,2017,February,130.46
East,Technology,Phones,2017,January,357.94399999999996
East,Technology,Phones,2017,July,1385.302
East,Technology,Phones,2017,June,656.8100000000001
East,Technology,Phones,2017,March,2197.752
East,Technology,Phones,2017,May,2281.01
East,Technology,Phones,2017,November,4790.88
East,Technology,Phones,2017,October,1351.058
East,Technology,Phones,2017,September,1953.016
East,Technology,Phones,2018,April,837.82
East,Technology,Phones,2018,August,1210.83
East,Technology,Phones,2018,December,2843.0
East,Technology,Phones,2018,February,360.014
East,Technology,Phones,2018,January,675.522
East,Technology,Phones,2018,July,4301.468
East,Technology,Phones,2018,June,1305.432
East,Technology,Phones,2018,March,3198.568
East,Technology,Phones,2018,May,847.95
East,Technology,Phones,2018,November,8755.792
East,Technology,Phones,2018,October,3655.6459999999997
East,Technology,Phones,2018,September,7960.146
South,Furniture,Bookcases,2015,August,794.2760000000001
South,Furniture,Bookcases,2016,April,523.26
South,Furniture,Bookcases,2016,December,131.104
South,Furniture,Bookcases,2016,July,231.92
South,Furniture,Bookcases,2016,November,290.352
South,Furniture,Bookcases,2016,September,61.96
South,Furniture,Bookcases,2017,April,354.9
South,Furniture,Bookcases,2017,February,239.98
South,Furniture,Bookcases,2017,January,451.136
South,Furniture,Bookcases,2017,July,504.9
South,Furniture,Bookcases,2017,June,1266.86
South,Furniture,Bookcases,2017,November,891.448
South,Furniture,Bookcases,2018,April,585.408
South,Furniture,Bookcases,2018,August,145.74
South,Furniture,Bookcases,2018,February,591.89
South,Furniture,Bookcases,2018,July,302.94
South,Furniture,Bookcases,2018,June,319.296
South,Furniture,Bookcases,2018,May,2488.072
South,Furniture,Bookcases,2018,November,723.92
South,Furniture,Chairs,2015,April,613.544
South,Furniture,Chairs,2015,August,500.24
South,Furniture,Chairs,2015,December,3747.66
South,Furniture,Chairs,2015,January,4187.700000000001
South,Furniture,Chairs,2015,July,67.88
South,Furniture,Chairs,2015,June,170.352
South,Furniture,Chairs,2015,March,2483.784
South,Furniture,Chairs,2015,November,149.9
South,Furniture,Chairs,2015,October,1151.22
South,Furniture,Chairs,2016,April,1023.8960000000001
South,Furniture,Chairs,2016,December,381.34400000000005
South,Furniture,Chairs,2016,February,551.264
South,Furniture,Chairs,2016,July,70.98
South,Furniture,Chairs,2016,June,2099.996
South,Furniture,Chairs,2016,March,1166.92
South,Furniture,Chairs,2016,November,877.0559999999999
South,Furniture,Chairs,2016,October,680.88
South,Furniture,Chairs,2016,September,3264.3999999999996
South,Furniture,Chairs,2017,August,225.296
South,Furniture,Chairs,2017,February,866.4
South,Furniture,Chairs,2017,July,504.73
South,Furniture,Chairs,2017,May,1219.288
South,Furniture,Chairs,2017,November,1122.594
South,Furniture,Chairs,2017,October,393.572
South,Furniture,Chairs,2017,September,1999.242
South,Furniture,Chairs,2018,April,218.352
South,Furniture,Chairs,2018,August,1290.048
South,Furniture,Chairs,2018,December,3718.504
South,Furniture,Chairs,2018,February,196.784
South,Furniture,Chairs,2018,January,419.136
South,Furniture,Chairs,2018,July,239.24
South,Furniture,Chairs,2018,June,1273.864
South,Furniture,Chairs,2018,May,3627.232
South,Furniture,Chairs,2018,November,2277.816
South,Furniture,Chairs,2018,October,717.892
South,Furniture,Chairs,2018,September,1240.24
South,Furniture,Furnishings,2015,April,186.64000000000001
South,Furniture,Furnishings,2015,August,73.248
South,Furniture,Furnishings,2015,December,29.46
South,Furniture,Furnishings,2015,January,165.78
South,Furniture,Furnishings,2015,July,388.334
South,Furniture,Furnishings,2015,June,126.21000000000001
South,Furniture,Furnishings,2015,March,256.776
South,Furniture,Furnishings,2015,May,310.88
South,Furniture,Furnishings,2015,November,919.102
South,Furniture,Furnishings,2015,October,154.224
South,Furniture,Furnishings,2015,September,524.6
South,Furniture,Furnishings,2016,April,2221.048
South,Furniture,Furnishings,2016,August,46.152
South,Furniture,Furnishings,2016,December,433.664
South,Furniture,Furnishings,2016,January,192.22
South,Furniture,Furnishings,2016,July,190.636
South,Furniture,Furnishings,2016,June,166.09199999999998
South,Furniture,Furnishings,2016,March,37.288
South,Furniture,Furnishings,2016,May,226.688
South,Furniture,Furnishings,2016,November,1294.692
South,Furniture,Furnishings,2016,October,57.21
South,Furniture,Furnishings,2016,September,338.90999999999997
South,Furniture,Furnishings,2017,April,264.704
South,Furniture,Furnishings,2017,August,296.34
South,Furniture,Furnishings,2017,December,1547.1100000000001
South,Furniture,Furnishings,2017,February,487.83399999999995
South,Furniture,Furnishings,2017,January,330.048
South,Furniture,Furnishings,2017,July,237.33
South,Furniture,Furnishings,2017,March,453.77
South,Furniture,Furnishings,2017,May,116.632
South,Furniture,Furnishings,2017,November,1140.924
South,Furniture,Furnishings,2017,October,389.55600000000004
South,Furniture,Furnishings,2017,September,72.968
South,Furniture,Furnishings,2018,April,776.9580000000001
South,Furniture,Furnishings,2018,August,50.168000000000006
South,Furniture,Furnishings,2018,December,209.94799999999998
South,Furniture,Furnishings,2018,January,62.72
South,Furniture,Furnishings,2018,July,150.566
South,Furniture,Furnishings,2018,June,134.928
South,Furniture,Furnishings,2018,March,61.0
South,Furniture,Furnishings,2018,May,8.01
South,Furniture,Furnishings,2018,November,1643.364
South,Furniture,Furnishings,2018,October,218.968
South,Furniture,Furnishings,2018,September,68.96
South,Furniture,Tables,2015,April,1215.92
South,Furniture,Tables,2015,August,1376.9985000000001
South,Furniture,Tables,2015,December,2699.58
South,Furniture,Tables,2015,February,1256.22
South,Furniture,Tables,2015,June,1527.28
South,Furniture,Tables,2015,November,945.036
South,Furniture,Tables,2015,October,919.9100000000001
South,Furniture,Tables,2016,April,191.5155
South,Furniture,Tables,2016,January,4297.644
South,Furniture,Tables,2016,July,358.58
South,Furniture,Tables,2016,November,677.4175
South,Furniture,Tables,2016,October,957.5775
South,Furniture,Tables,2016,September,801.96
South,Furniture,Tables,2017,April,343.92
South,Furniture,Tables,2017,August,562.2925
South,Furniture,Tables,2017,December,1136.8339999999998
South,Furniture,Tables,2017,July,2430.08
South,Furniture,Tables,2017,March,189.882
South,Furniture,Tables,2017,May,2646.12
South,Furniture,Tables,2017,November,2680.2870000000003
South,Furniture,Tables,2017,September,2508.896
South,Furniture,Tables,2018,April,1266.2745
South,Furniture,Tables,2018,December,1656.8310000000001
South,Furniture,Tables,2018,July,872.94
South,Furniture,Tables,2018,June,573.9
South,Furniture,Tables,2018,March,292.1
South,Furniture,Tables,2018,May,933.262
South,Furniture,Tables,2018,November,2305.446
South,Furniture,Tables,2018,October,6205.508
South,Office Supplies,Appliances,2015,April,154.9
South,Office Supplies,Appliances,2015,August,426.408
South,Office Supplies,Appliances,2015,December,43.512
South,Office Supplies,Appliances,2015,March,179.43
South,Office Supplies,Appliances,2015,November,1066.416
South,Office Supplies,Appliances,2015,September,249.05599999999998
South,Office Supplies,Appliances,2016,August,568.8000000000001
South,Office Supplies,Appliances,2016,December,383.53
South,Office Supplies,Appliances,2016,January,163.44
South,Office Supplies,Appliances,2016,March,969.072
South,Office Supplies,Appliances,2016,November,1553.748
South,Office Supplies,Appliances,2016,October,211.75
South,Office Supplies,Appliances,2017,April,203.92
South,Office Supplies,Appliances,2017,August,586.876
South,Office Supplies,Appliances,2017,December,2334.022
South,Office Supplies,Appliances,2017,January,64.864
South,Office Supplies,Appliances,2017,July,23.696
South,Office Supplies,Appliances,2017,June,208.16
South,Office Supplies,Appliances,2017,March,1032.12
South,Office Supplies,Appliances,2017,November,713.928
South,Office Supplies,Appliances,2017,October,43.26
South,Office Supplies,Appliances,2017,September,396.624
South,Office Supplies,Appliances,2018,April,48.888
South,Office Supplies,Appliances,2018,August,447.76
South,Office Supplies,Appliances,2018,December,639.996
South,Office Supplies,Appliances,2018,February,1245.86
South,Office Supplies,Appliances,2018,July,256.698
South,Office Supplies,Appliances,2018,June,286.94
South,Office Supplies,Appliances,2018,March,1096.048
South,Office Supplies,Appliances,2018,May,246.448
South,Office Supplies,Appliances,2018,November,2292.824
South,Office Supplies,Appliances,2018,October,17.92
South,Office Supplies,Appliances,2018,September,1368.412
South,Office Supplies,Art,2015,April,259.942
South,Office Supplies,Art,2015,August,47.96
South,Office Supplies,Art,2015,December,41.394
South,Office Supplies,Art,2015,January,47.85
South,Office Supplies,Art,2015,July,4.368
South,Office Supplies,Art,2015,June,28.576
South,Office Supplies,Art,2015,March,56.376
South,Office Supplies,Art,2015,May,6.56
South,Office Supplies,Art,2015,November,61.257999999999996
South,Office Supplies,Art,2015,October,9.032
South,Office Supplies,Art,2015,September,2.816
South,Office Supplies,Art,2016,April,2.624
South,Office Supplies,Art,2016,August,117.96000000000001
South,Office Supplies,Art,2016,December,104.384
South,Office Supplies,Art,2016,January,55.879999999999995
South,Office Supplies,Art,2016,July,5.16
South,Office Supplies,Art,2016,June,155.48
South,Office Supplies,Art,2016,March,36.2
South,Office Supplies,Art,2016,May,182.976
South,Office Supplies,Art,2016,November,318.64
South,Office Supplies,Art,2016,October,94.26400000000001
South,Office Supplies,Art,2016,September,143.552
South,Office Supplies,Art,2017,April,12.84
South,Office Supplies,Art,2017,August,197.05
South,Office Supplies,Art,2017,December,78.882
South,Office Supplies,Art,2017,February,264.18
South,Office Supplies,Art,2017,January,52.864
South,Office Supplies,Art,2017,July,138.436
South,Office Supplies,Art,2017,June,35.97
South,Office Supplies,Art,2017,May,345.376
South,Office Supplies,Art,2017,November,77.07
South,Office Supplies,Art,2017,October,30.976
South,Office Supplies,Art,2017,September,204.626
South,Office Supplies,Art,2018,April,169.38600000000002
South,Office Supplies,Art,2018,August,9.728
South,Office Supplies,Art,2018,December,211.614
South,Office Supplies,Art,2018,January,15.47
South,Office Supplies,Art,2018,July,135.54
South,Office Supplies,Art,2018,June,199.63600000000002
South,Office Supplies,Art,2018,May,54.66
South,Office Supplies,Art,2018,November,168.46800000000002
South,Office Supplies,Art,2018,October,42.24
South,Office Supplies,Art,2018,September,282.15999999999997
South,Office Supplies,Binders,2015,April,75.99
South,Office Supplies,Binders,2015,August,1420.126
South,Office Supplies,Binders,2015,December,251.679
South,Office Supplies,Binders,2015,February,35.796
South,Office Supplies,Binders,2015,January,682.8140000000001
South,Office Supplies,Binders,2015,July,30.594
South,Office Supplies,Binders,2015,June,1.365
South,Office Supplies,Binders,2015,March,322.409
South,Office Supplies,Binders,2015,May,3126.162
South,Office Supplies,Binders,2015,November,386.503
South,Office Supplies,Binders,2015,October,15.18
South,Office Supplies,Binders,2015,September,1829.428
South,Office Supplies,Binders,2016,April,188.234
South,Office Supplies,Binders,2016,August,5.64
South,Office Supplies,Binders,2016,December,2537.182
South,Office Supplies,Binders,2016,July,235.272
South,Office Supplies,Binders,2016,June,780.317
South,Office Supplies,Binders,2016,March,6426.513
South,Office Supplies,Binders,2016,May,55.218
South,Office Supplies,Binders,2016,November,1617.858
South,Office Supplies,Binders,2016,October,20.466
South,Office Supplies,Binders,2016,September,1462.793
South,Office Supplies,Binders,2017,April,189.588
South,Office Supplies,Binders,2017,August,49.769999999999996
South,Office Supplies,Binders,2017,December,341.202
South,Office Supplies,Binders,2017,February,96.742
South,Office Supplies,Binders,2017,January,1333.178
South,Office Supplies,Binders,2017,July,265.71000000000004
South,Office Supplies,Binders,2017,June,132.486
South,Office Supplies,Binders,2017,March,109.626
South,Office Supplies,Binders,2017,May,673.673
South,Office Supplies,Binders,2017,November,154.756
South,Office Supplies,Binders,2017,October,335.674
South,Office Supplies,Binders,2017,September,401.059
South,Office Supplies,Binders,2018,April,2746.6589999999997
South,Office Supplies,Binders,2018,August,2208.4500000000003
South,Office Supplies,Binders,2018,December,201.97199999999998
South,Office Supplies,Binders,2018,February,3.882
South,Office Supplies,Binders,2018,January,132.484
South,Office Supplies,Binders,2018,July,14.94
South,Office Supplies,Binders,2018,June,217.946
South,Office Supplies,Binders,2018,March,473.024
South,Office Supplies,Binders,2018,May,347.271
South,Office Supplies,Binders,2018,November,436.03499999999997
South,Office Supplies,Binders,2018,October,2021.445
South,Office Supplies,Binders,2018,September,2339.254
South,Office Supplies,Envelopes,2015,August,29.808
South,Office Supplies,Envelopes,2015,December,23.472
South,Office Supplies,Envelopes,2015,January,85.64
South,Office Supplies,Envelopes,2015,July,48.944
South,Office Supplies,Envelopes,2015,November,27.59
South,Office Supplies,Envelopes,2015,October,36.4
South,Office Supplies,Envelopes,2016,December,188.668
South,Office Supplies,Envelopes,2016,February,385.66999999999996
South,Office Supplies,Envelopes,2016,July,98.46
South,Office Supplies,Envelopes,2016,March,16.068
South,Office Supplies,Envelopes,2016,May,216.85399999999998
South,Office Supplies,Envelopes,2016,November,123.32
South,Office Supplies,Envelopes,2016,October,10.67
South,Office Supplies,Envelopes,2016,September,369.344
South,Office Supplies,Envelopes,2017,April,81.82
South,Office Supplies,Envelopes,2017,February,167.96
South,Office Supplies,Envelopes,2017,January,125.36
South,Office Supplies,Envelopes,2017,July,10.2
South,Office Supplies,Envelopes,2017,May,26.55
South,Office Supplies,Envelopes,2017,November,251.79
South,Office Supplies,Envelopes,2017,October,101.548
South,Office Supplies,Envelopes,2017,September,130.514
South,Office Supplies,Envelopes,2018,August,17.656
South,Office Supplies,Envelopes,2018,December,190.764
South,Office Supplies,Envelopes,2018,January,40.08
South,Office Supplies,Envelopes,2018,June,37.608
South,Office Supplies,Envelopes,2018,March,42.68
South,Office Supplies,Envelopes,2018,May,113.922
South,Office Supplies,Envelopes,2018,November,70.168
South,Office Supplies,Envelopes,2018,October,251.58
South,Office Supplies,Envelopes,2018,September,24.448
South,Office Supplies,Fasteners,2015,April,6.912
South,Office Supplies,Fasteners,2015,August,12.67
South,Office Supplies,Fasteners,2015,December,1.984
South,Office Supplies,Fasteners,2015,January,31.12
South,Office Supplies,Fasteners,2015,July,14.32
South,Office Supplies,Fasteners,2015,March,18.936
South,Office Supplies,Fasteners,2015,May,7.104
South,Office Supplies,Fasteners,2015,November,15.895999999999999
South,Office Supplies,Fasteners,2015,October,11.85
South,Office Supplies,Fasteners,2015,September,45.0
South,Office Supplies,Fasteners,2016,March,31.56
South,Office Supplies,Fasteners,2016,November,86.608
South,Office Supplies,Fasteners,2016,September,7.24
South,Office Supplies,Fasteners,2017,April,30.0
South,Office Supplies,Fasteners,2017,August,23.34
South,Office Supplies,Fasteners,2017,February,9.45
South,Office Supplies,Fasteners,2017,November,30.740000000000002
South,Office Supplies,Fasteners,2017,September,11.34
South,Office Supplies,Fasteners,2018,August,24.32
South,Office Supplies,Fasteners,2018,December,3.62
South,Office Supplies,Fasteners,2018,January,5.67
South,Office Supplies,Fasteners,2018,March,3.76
South,Office Supplies,Fasteners,2018,November,25.06
South,Office Supplies,Fasteners,2018,October,30.616
South,Office Supplies,Fasteners,2018,September,14.2
South,Office Supplies,Labels,2015,August,20.496000000000002
South,Office Supplies,Labels,2015,February,15.0
South,Office Supplies,Labels,2015,January,2.89
South,Office Supplies,Labels,2015,July,177.51
South,Office Supplies,Labels,2015,March,95.32000000000001
South,Office Supplies,Labels,2015,May,30.099999999999998
South,Office Supplies,Labels,2015,November,47.808
South,Office Supplies,Labels,2015,October,7.31
South,Office Supplies,Labels,2015,September,4.608
South,Office Supplies,Labels,2016,August,38.308
South,Office Supplies,Labels,2016,December,235.964
South,Office Supplies,Labels,2016,January,9.82
South,Office Supplies,Labels,2016,July,306.714
South,Office Supplies,Labels,2016,March,501.19800000000004
South,Office Supplies,Labels,2016,November,5.04
South,Office Supplies,Labels,2016,September,12.0
South,Office Supplies,Labels,2017,August,135.982
South,Office Supplies,Labels,2017,December,2.61
South,Office Supplies,Labels,2017,February,7.83
South,Office Supplies,Labels,2017,July,6.264
South,Office Supplies,Labels,2017,March,10.08
South,Office Supplies,Labels,2017,May,80.814
South,Office Supplies,Labels,2017,September,44.62
South,Office Supplies,Labels,2018,April,55.884
South,Office Supplies,Labels,2018,December,5.76
South,Office Supplies,Labels,2018,June,13.872
South,Office Supplies,Labels,2018,March,33.568
South,Office Supplies,Labels,2018,May,126.72800000000001
South,Office Supplies,Labels,2018,November,17.318
South,Office Supplies,Labels,2018,October,41.07
South,Office Supplies,Labels,2018,September,251.694
South,Office Supplies,Paper,2015,April,324.13800000000003
South,Office Supplies,Paper,2015,August,364.0
South,Office Supplies,Paper,2015,December,267.904
South,Office Supplies,Paper,2015,January,42.660000000000004
South,Office Supplies,Paper,2015,July,41.28
South,Office Supplies,Paper,2015,June,372.704
South,Office Supplies,Paper,2015,March,411.206
South,Office Supplies,Paper,2015,May,128.39999999999998
South,Office Supplies,Paper,2015,November,929.66
South,Office Supplies,Paper,2015,October,121.45599999999999
South,Office Supplies,Paper,2015,September,137.488
South,Office Supplies,Paper,2016,April,60.912
South,Office Supplies,Paper,2016,August,313.08000000000004
South,Office Supplies,Paper,2016,December,36.288000000000004
South,Office Supplies,Paper,2016,February,42.86
South,Office Supplies,Paper,2016,January,157.87
South,Office Supplies,Paper,2016,July,75.776
South,Office Supplies,Paper,2016,June,92.01599999999999
South,Office Supplies,Paper,2016,March,384.30400000000003
South,Office Supplies,Paper,2016,May,217.68
South,Office Supplies,Paper,2016,November,115.296
South,Office Supplies,Paper,2016,September,591.442
South,Office Supplies,Paper,2017,April,264.32
South,Office Supplies,Paper,2017,August,87.648
South,Office Supplies,Paper,2017,December,333.336
South,Office Supplies,Paper,2017,February,830.6759999999999
South,Office Supplies,Paper,2017,January,89.568
South,Office Supplies,Paper,2017,July,400.504
South,Office Supplies,Paper,2017,June,148.78
South,Office Supplies,Paper,2017,March,378.4
South,Office Supplies,Paper,2017,May,625.336
South,Office Supplies,Paper,2017,November,216.748
South,Office Supplies,Paper,2017,October,164.24
South,Office Supplies,Paper,2017,September,383.60799999999995
South,Office Supplies,Paper,2018,April,267.192
South,Office Supplies,Paper,2018,August,523.096
South,Office Supplies,Paper,2018,December,794.5880000000001
South,Office Supplies,Paper,2018,February,115.296
South,Office Supplies,Paper,2018,January,36.288
South,Office Supplies,Paper,2018,July,12.96
South,Office Supplies,Paper,2018,June,246.992
South,Office Supplies,Paper,2018,March,17.64
South,Office Supplies,Paper,2018,May,577.888
South,Office Supplies,Paper,2018,November,559.234
South,Office Supplies,Paper,2018,October,246.712
South,Office Supplies,Paper,2018,September,1342.106
South,Office Supplies,Storage,2015,April,1987.31
South,Office Supplies,Storage,2015,August,344.91
South,Office Supplies,Storage,2015,December,694.36
South,Office Supplies,Storage,2015,January,1062.5
South,Office Supplies,Storage,2015,June,699.98
South,Office Supplies,Storage,2015,March,540.108
South,Office Supplies,Storage,2015,May,83.25
South,Office Supplies,Storage,2015,November,289.454
South,Office Supplies,Storage,2015,October,945.79
South,Office Supplies,Storage,2015,September,67.344
South,Office Supplies,Storage,2016,April,72.784
South,Office Supplies,Storage,2016,December,84.19200000000001
South,Office Supplies,Storage,2016,February,146.73
South,Office Supplies,Storage,2016,June,2065.8920000000003
South,Office Supplies,Storage,2016,March,225.06799999999998
South,Office Supplies,Storage,2016,November,102.39999999999999
South,Office Supplies,Storage,2016,October,1901.422
South,Office Supplies,Storage,2016,September,2371.7780000000002
South,Office Supplies,Storage,2017,April,267.504
South,Office Supplies,Storage,2017,December,1210.092
South,Office Supplies,Storage,2017,February,2074.446
South,Office Supplies,Storage,2017,July,800.5699999999999
South,Office Supplies,Storage,2017,June,191.88
South,Office Supplies,Storage,2017,March,580.36
South,Office Supplies,Storage,2017,May,1452.354
South,Office Supplies,Storage,2017,November,2547.648
South,Office Supplies,Storage,2017,October,499.39200000000005
South,Office Supplies,Storage,2017,September,1216.15
South,Office Supplies,Storage,2018,April,788.6279999999999
South,Office Supplies,Storage,2018,August,67.136
South,Office Supplies,Storage,2018,December,1394.7559999999999
South,Office Supplies,Storage,2018,January,348.208
South,Office Supplies,Storage,2018,June,1494.76
South,Office Supplies,Storage,2018,March,392.7
South,Office Supplies,Storage,2018,May,588.35
South,Office Supplies,Storage,2018,November,2738.2400000000002
South,Office Supplies,Storage,2018,October,1187.164
South,Office Supplies,Storage,2018,September,1725.49
South,Office Supplies,Supplies,2015,April,4164.05
South,Office Supplies,Supplies,2015,August,38.684
South,Office Supplies,Supplies,2015,December,7.27
South,Office Supplies,Supplies,2015,June,3.104
South,Office Supplies,Supplies,2015,May,34.2
South,Office Supplies,Supplies,2016,January,88.96
South,Office Supplies,Supplies,2016,May,41.376
South,Office Supplies,Supplies,2017,August,63.108000000000004
South,Office Supplies,Supplies,2017,December,1002.1800000000001
South,Office Supplies,Supplies,2017,July,45.584
South,Office Supplies,Supplies,2017,May,69.5
South,Office Supplies,Supplies,2017,November,237.512
South,Office Supplies,Supplies,2017,October,33.376000000000005
South,Office Supplies,Supplies,2017,September,5.04
South,Office Supplies,Supplies,2018,April,477.24
South,Office Supplies,Supplies,2018,December,1665.62
South,Office Supplies,Supplies,2018,July,231.72
South,Office Supplies,Supplies,2018,May,29.088
South,Office Supplies,Supplies,2018,November,2.944
South,Office Supplies,Supplies,2018,October,35.06
South,Office Supplies,Supplies,2018,September,43.312
South,Technology,Accessories,2015,April,867.69
South,Technology,Accessories,2015,August,561.798
South,Technology,Accessories,2015,December,851.73
South,Technology,Accessories,2015,February,234.45
South,Technology,Accessories,2015,January,796.69
South,Technology,Accessories,2015,July,479.97
South,Technology,Accessories,2015,June,223.96
South,Technology,Accessories,2015,March,203.20000000000002
South,Technology,Accessories,2015,November,876.7099999999999
South,Technology,Accessories,2015,October,46.432
South,Technology,Accessories,2015,September,180.05
South,Technology,Accessories,2016,April,106.5
South,Technology,Accessories,2016,August,331.87
South,Technology,Accessories,2016,December,230.292
South,Technology,Accessories,2016,February,29.99
South,Technology,Accessories,2016,July,519.56
South,Technology,Accessories,2016,June,212.97199999999998
South,Technology,Accessories,2016,March,447.944
South,Technology,Accessories,2016,May,575.872
South,Technology,Accessories,2016,November,195.93599999999998
South,Technology,Accessories,2016,September,1490.598
South,Technology,Accessories,2017,April,735.872
South,Technology,Accessories,2017,August,71.98
South,Technology,Accessories,2017,December,1056.5819999999999
South,Technology,Accessories,2017,February,100.0
South,Technology,Accessories,2017,January,507.472
South,Technology,Accessories,2017,July,104.98
South,Technology,Accessories,2017,June,548.624
South,Technology,Accessories,2017,March,119.976
South,Technology,Accessories,2017,May,2139.6
South,Technology,Accessories,2017,November,2011.6100000000001
South,Technology,Accessories,2017,October,22.704
South,Technology,Accessories,2017,September,1960.444
South,Technology,Accessories,2018,April,1051.74
South,Technology,Accessories,2018,August,911.616
South,Technology,Accessories,2018,December,1168.826
South,Technology,Accessories,2018,July,65.424
South,Technology,Accessories,2018,June,316.392
South,Technology,Accessories,2018,March,353.22
South,Technology,Accessories,2018,May,166.97199999999998
South,Technology,Accessories,2018,November,3667.0299999999997
South,Technology,Accessories,2018,October,18.528
South,Technology,Accessories,2018,September,342.34799999999996
South,Technology,Copiers,2015,May,479.984
South,Technology,Copiers,2016,June,899.97
South,Technology,Copiers,2017,January,959.968
South,Technology,Copiers,2017,September,1599.92
South,Technology,Copiers,2018,December,1399.98
South,Technology,Copiers,2018,March,2999.95
South,Technology,Copiers,2018,November,959.984
South,Technology,Machines,2015,March,23459.78
South,Technology,Machines,2015,September,4134.945
South,Technology,Machines,2016,August,3080.0
South,Technology,Machines,2016,November,32.985
South,Technology,Machines,2017,February,8749.95
South,Technology,Machines,2017,July,265.475
South,Technology,Machines,2017,June,787.1750000000001
South,Technology,Machines,2017,November,3040.0
South,Technology,Machines,2017,September,396.0
South,Technology,Machines,2018,December,1248.97
South,Technology,Machines,2018,January,695.7
South,Technology,Machines,2018,November,7999.98
South,Technology,Phones,2015,April,2212.216
South,Technology,Phones,2015,August,758.3340000000001
South,Technology,Phones,2015,December,95.968
South,Technology,Phones,2015,February,487.52
South,Technology,Phones,2015,January,2191.2
South,Technology,Phones,2015,July,575.92
South,Technology,Phones,2015,June,1406.7199999999998
South,Technology,Phones,2015,March,4883.796
South,Technology,Phones,2015,May,1572.6
South,Technology,Phones,2015,November,1669.74
South,Technology,Phones,2015,October,1394.95
South,Technology,Phones,2016,April,1327.56
South,Technology,Phones,2016,August,1082.94
South,Technology,Phones,2016,December,573.668
South,Technology,Phones,2016,July,104.21
South,Technology,Phones,2016,June,881.514
South,Technology,Phones,2016,March,79.96
South,Technology,Phones,2016,May,467.04
South,Technology,Phones,2016,November,504.472
South,Technology,Phones,2016,October,151.488
South,Technology,Phones,2016,September,2675.53
South,Technology,Phones,2017,April,216.322
South,Technology,Phones,2017,August,750.328
South,Technology,Phones,2017,December,1854.172
South,Technology,Phones,2017,February,1717.656
South,Technology,Phones,2017,January,167.96800000000002
South,Technology,Phones,2017,July,823.96
South,Technology,Phones,2017,June,135.95
South,Technology,Phones,2017,March,1363.96
South,Technology,Phones,2017,May,2564.9900000000002
South,Technology,Phones,2017,November,479.5
South,Technology,Phones,2017,October,1076.616
South,Technology,Phones,2017,September,692.4
South,Technology,Phones,2018,April,995.144
South,Technology,Phones,2018,August,4675.816
South,Technology,Phones,2018,December,697.988
South,Technology,Phones,2018,February,29.16
South,Technology,Phones,2018,January,3059.834
South,Technology,Phones,2018,July,581.9300000000001
South,Technology,Phones,2018,June,3817.786
South,Technology,Phones,2018,March,878.03
South,Technology,Phones,2018,May,1635.8380000000002
South,Technology,Phones,2018,November,2543.5
South,Technology,Phones,2018,October,1102.248
South,Technology,Phones,2018,September,1139.896
West,Furniture,Bookcases,2015,April,308.499
West,Furniture,Bookcases,2015,December,254.9745
West,Furniture,Bookcases,2015,January,806.135
West,Furniture,Bookcases,2015,July,1487.673
West,Furniture,Bookcases,2015,March,1403.9959999999999
West,Furniture,Bookcases,2015,May,290.666
West,Furniture,Bookcases,2015,November,939.9725
West,Furniture,Bookcases,2015,October,616.998
West,Furniture,Bookcases,2015,September,435.999
West,Furniture,Bookcases,2016,August,2446.895
West,Furniture,Bookcases,2016,December,1019.133
West,Furniture,Bookcases,2016,July,1028.1299999999999
West,Furniture,Bookcases,2016,March,141.96
West,Furniture,Bookcases,2016,May,1916.8174999999999
West,Furniture,Bookcases,2016,November,800.2230000000001
West,Furniture,Bookcases,2016,October,612.793
